,X,Y,FID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
2789,-9286742.6816,5036413.2681,2792,12144830,FOSTORIA COMMUNITY HOSPITAL,501 VAN BUREN STREET,FOSTORIA,OH,44830,NOT AVAILABLE,(419) 435-7734,CRITICAL ACCESS,OPEN,25,HANCOCK,39147,USA,41.162995476,-83.4242289059999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.promedica.org,1195,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
2797,-9095610.8994,5084535.7371,2800,4144113,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,NOT AVAILABLE,(216) 696-4300,GENERAL ACUTE CARE,OPEN,203,CUYAHOGA,39035,USA,41.4876333760001,-81.7072628929999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.lutheranhospital.org,1149,NOT AVAILABLE,39,NON-PROFIT,-999,203,NOT AVAILABLE,N
3011,-8979382.5181,5032742.7367,3014,190744504,GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44504,NOT AVAILABLE,(234) 232-7500,PSYCHIATRIC,OPEN,-999,MAHONING,39155,USA,41.1381674180001,-80.6631655799999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,https://generationsbehavioralhealth.com/treatment-programs-youngstown/,1911AHR,NOT AVAILABLE,39,NOT AVAILABLE,-999,76,NOT AVAILABLE,N
3084,-9360406.0741,4973441.9893,3087,745804,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,NOT AVAILABLE,(419) 228-3335,GENERAL ACUTE CARE,OPEN,329,ALLEN,39003,USA,40.7357455980001,-84.085958419,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.limamemorial.org,1102,NOT AVAILABLE,39,NON-PROFIT,-999,329,LEVEL II,Y
3103,-9155272.2783,4788251.8143,3106,5045764,DOCTORS HOSPITAL OF NELSONVILLE,1950 MOUNT ST MARYS DRIVE,NELSONVILLE,OH,45764,NOT AVAILABLE,(740) 753-7300,CRITICAL ACCESS,CLOSED,25,ATHENS,39009,USA,39.4632829020001,-82.243210179,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2012/07/23 00:00:00,IMAGERY,2014/02/10 00:00:00,https://www.ohiohealth.com/nelsonvilledoctors/,361305,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
3104,-8988043.6958,4870323.1619,3107,11543906,BELMONT COMMUNITY HOSPITAL,4697 HARRISON STREET,BELLAIRE,OH,43906,NOT AVAILABLE,(740) 671-1200,GENERAL ACUTE CARE,OPEN,99,BELMONT,39013,USA,40.0301403620001,-80.740970263,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.wheelinghospital.org/facilities/bch/,1113,NOT AVAILABLE,39,NON-PROFIT,-999,99,NOT AVAILABLE,N
3107,-9391550.6492,4773577.0276,3110,15345069,UNIVERSITY POINTE SURGICAL HOSPITAL,7750 UNIVERSITY COURT,WEST CHESTER,OH,45069,NOT AVAILABLE,(513) 475-8300,GENERAL ACUTE CARE,OPEN,8,BUTLER,39017,USA,39.3614347230001,-84.365734898,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://uchealth.com/westchesterhospital/surgical-center/,1460,NOT AVAILABLE,39,NON-PROFIT,-999,8,NOT AVAILABLE,Y
3108,-9339350.8352,4701477.2866,3111,10945121,SOUTHWEST REGIONAL MEDICAL CENTER,425 HOME STREET,GEORGETOWN,OH,45121,NOT AVAILABLE,(513) 378-7800,GENERAL ACUTE CARE,CLOSED,921,BROWN,39015,USA,38.8588788220001,-83.8968159899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2012/07/23 00:00:00,IMAGERY,2014/02/04 00:00:00,www.swrmed.org/,360116,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,921,NOT AVAILABLE,Y
3109,-9408477.9845,4766562.5389,3112,8645014,MERCY HOSPITAL FAIRFIELD,3000 MACK ROAD,FAIRFIELD,OH,45014,NOT AVAILABLE,(513) 870-7000,GENERAL ACUTE CARE,OPEN,209,BUTLER,39017,USA,39.312699164,-84.517795738,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.e-mercy.com,1033,NOT AVAILABLE,39,NON-PROFIT,-999,209,NOT AVAILABLE,Y
3114,-9333028.441,4785450.3603,3117,13245177,CLINTON MEMORIAL HOSPITAL,610 WEST MAIN STREET,WILMINGTON,OH,45177,NOT AVAILABLE,(937) 382-6611,GENERAL ACUTE CARE,OPEN,165,CLINTON,39027,USA,39.4438513170001,-83.840020957,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.cmhregional.com,1124,NOT AVAILABLE,39,PROPRIETARY,-999,165,NOT AVAILABLE,Y
3119,-9084536.507,5083855.654,3122,122244104,CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,"2801 MARTIN LUTHER KING, JR DRIVE",CLEVELAND,OH,44104,NOT AVAILABLE,(216) 448-6440,CHILDREN,OPEN,52,CUYAHOGA,39035,USA,41.483056753,-81.607779934,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://my.clevelandclinic.org/childrens-hospital/specialties-services/therapy-rehab,1416,NOT AVAILABLE,39,NON-PROFIT,-999,52,NOT AVAILABLE,N
3120,-9073271.6537,5076309.7256,3123,124844128,REGENCY HOSPITAL OF CLEVELAND EAST,4200 INTERCHANGE CORPORATE CENTER ROAD,WARRENSVILLE HTS,OH,44128,NOT AVAILABLE,(216) 910-3800,LONG TERM CARE,OPEN,44,CUYAHOGA,39035,USA,41.4322546920001,-81.5065860349999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://clevelandeast.regencyhospital.com/,1479,NOT AVAILABLE,39,PROPRIETARY,-999,44,NOT AVAILABLE,N
3121,-9122046.2921,5076813.263,3124,8244145,ST JOHN MEDICAL CENTER,29000 CENTER RIDGE ROAD,WESTLAKE,OH,44145,NOT AVAILABLE,(440) 835-8000,GENERAL ACUTE CARE,OPEN,204,CUYAHOGA,39035,USA,41.4356459370001,-81.944736066,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.stjohnmedicalcenter.net/,1034,NOT AVAILABLE,39,NON-PROFIT,-999,204,LEVEL III,Y
3122,-9073671.0786,5079229.987,3125,129444122,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,23333 HARVARD ROAD,BEACHWOOD,OH,44122,NOT AVAILABLE,(216) 593-2200,REHABILITATION,OPEN,50,CUYAHOGA,39035,USA,41.4519197230001,-81.5101741299999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://www.uhhospitals.org/services/rehabilitation-services/uh-rehabilitation-hospital,1509,NOT AVAILABLE,39,PROPRIETARY,-999,50,NOT AVAILABLE,N
3123,-9388712.3088,5054218.7347,3126,3343512,MERCY HOSPITAL OF DEFIANCE,1404 EAST SECOND STREET,DEFIANCE,OH,43512,NOT AVAILABLE,(419) 782-8444,GENERAL ACUTE CARE,OPEN,23,DEFIANCE,39039,USA,41.283301028,-84.340237652,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.mercyweb.org/mercy_defiance.aspx,1462,NOT AVAILABLE,39,NON-PROFIT,-999,23,NOT AVAILABLE,Y
3125,-9192480.4207,4824982.0889,3128,10543130,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,43130,NOT AVAILABLE,(740) 687-8000,GENERAL ACUTE CARE,OPEN,245,FAIRFIELD,39045,USA,39.7175512540001,-82.577456609,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.fmchealth.org,1167,NOT AVAILABLE,39,NON-PROFIT,-999,245,NOT AVAILABLE,Y
3126,-9254864.8366,4859045.7647,3129,12243228,DOCTORS HOSPITAL,5100 WEST BROAD STREET,COLUMBUS,OH,43228,NOT AVAILABLE,(614) 544-1000,GENERAL ACUTE CARE,OPEN,251,FRANKLIN,39049,USA,39.952525182,-83.1378653519999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,https://www.ohiohealth.com/doctors/,1015,NOT AVAILABLE,39,NON-PROFIT,-999,251,NOT AVAILABLE,Y
3128,-9246103.9589,4859659.6576,3131,129343223,TWIN VALLEY BEHAVIORAL HEALTHCARE,2200 WEST BROAD STREET,COLUMBUS,OH,43223,NOT AVAILABLE,(614) 752-0333,PSYCHIATRIC,OPEN,228,FRANKLIN,39049,USA,39.9567524870001,-83.059165048,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://mha.ohio.gov/default.aspx?tabid=193,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,228,NOT AVAILABLE,N
3129,-9365637.0236,5092175.1814,3132,14543567,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,NOT AVAILABLE,(419) 335-2015,CRITICAL ACCESS,OPEN,117,FULTON,39051,USA,41.53902085,-84.1329488379999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/03/12 00:00:00,http://www.fultoncountyhealthcenter.org,1177,NOT AVAILABLE,39,NON-PROFIT,-999,117,NOT AVAILABLE,Y
3160,-9407711.1303,4739008.6752,3163,6145219,CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,OH,45219,NOT AVAILABLE,(513) 585-1139,GENERAL ACUTE CARE,OPEN,621,HAMILTON,39061,USA,39.120930591,-84.510906969,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.thechristhospital.com,1187,NOT AVAILABLE,39,NON-PROFIT,-999,621,NOT AVAILABLE,Y
3161,-9408977.6606,4741735.69,3164,9945220,GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,CINCINNATI,OH,45220,NOT AVAILABLE,(513) 862-1400,GENERAL ACUTE CARE,OPEN,657,HAMILTON,39061,USA,39.139933339,-84.5222844049999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.trihealth.com,1191,NOT AVAILABLE,39,NON-PROFIT,-999,657,NOT AVAILABLE,Y
3162,-9417228.1062,4747576.9649,3165,130245211,MERCY HEALTH - WEST HOSPITAL,3300 MERCY HEALTH BLVD,CINCINNATI,OH,45211,NOT AVAILABLE,(513) 215-0200,GENERAL ACUTE CARE,OPEN,568,HAMILTON,39061,USA,39.180620033,-84.596399418,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://e-mercy.com/west-hospital.aspx,1026,NOT AVAILABLE,39,NON-PROFIT,-999,568,NOT AVAILABLE,Y
3163,-9397637.3161,4757759.5226,3166,9145241,TRIHEALTH EVENDALE MEDICAL CENTER,3155 GLENDALE-MILFORD ROAD,CINCINNATI,OH,45241,NOT AVAILABLE,(513) 862-1400,GENERAL ACUTE CARE,OPEN,29,HAMILTON,39061,USA,39.2514891340001,-84.420412357,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.trihealth.com/hospitals-and-practices/trihealth-evendale-hospital/,1482,TRIHEALTH EVENDALE HOSPITAL,39,NON-PROFIT,-999,29,NOT AVAILABLE,N
3164,-9307507.8106,4753485.7487,3167,2345133,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,45133,NOT AVAILABLE,(937) 393-6100,CRITICAL ACCESS,OPEN,45,HIGHLAND,39071,USA,39.2217530090001,-83.6107652329999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.hdh.org,1199,NOT AVAILABLE,39,GOVERNMENT - DISTRICT/AUTHORITY,-999,45,NOT AVAILABLE,Y
3165,-8975189.202,4917629.1006,3168,10043952,TRINITY MEDICAL CTR EAST,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,NOT AVAILABLE,(740) 264-8360,GENERAL ACUTE CARE,OPEN,244,JEFFERSON,39081,USA,40.354755529,-80.62549638,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.trinityhealth.com,1208,NOT AVAILABLE,39,NON-PROFIT,-999,244,NOT AVAILABLE,N
3166,-9408978.9105,4740242.8157,3169,8745219,UC MEDICAL CENTER PSYCHIATRIC,311 STRAIGHT STREET,CINCINNATI,OH,45219,NOT AVAILABLE,(513) 584-1000,PSYCHIATRIC,CLOSED,72,HAMILTON,39061,USA,39.129531129,-84.5222956329999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2018/08/10 00:00:00,IMAGERY,2014/02/10 00:00:00,http://uchealth.com/services/psychiatry,1498,DEACONESS HOSPITAL,39,NON-PROFIT,-999,72,NOT AVAILABLE,N
3168,-9178129.2134,4924199.0974,3171,2743050,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,NOT AVAILABLE,(740) 393-9623,GENERAL ACUTE CARE,OPEN,111,KNOX,39083,USA,40.3997161670001,-82.4485375199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.knoxcommhosp.org,1030,NOT AVAILABLE,39,NON-PROFIT,-999,111,NOT AVAILABLE,Y
3169,-9044383.6605,5110573.2244,3172,15044077,TRIPOINT MEDICAL CENTER,7590 AUBURN ROAD,PAINESVILLE,OH,44077,NOT AVAILABLE,(440) 375-8100,GENERAL ACUTE CARE,OPEN,135,LAKE,39085,USA,41.6626096360001,-81.247080777,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.lakehealth.org/locations/tripoint-medical-center,1211,NOT AVAILABLE,39,NON-PROFIT,-999,135,NOT AVAILABLE,Y
3170,-9139028.78,5066604.3015,3173,13544035,EMH REGIONAL MEDICAL CENTER,630 EAST RIVER STREET,ELYRIA,OH,44035,NOT AVAILABLE,(440) 329-7500,GENERAL ACUTE CARE,OPEN,387,LORAIN,39093,USA,41.3668555890001,-82.097292351,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.uhhospitals.org/elyria,1217,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,39,NON-PROFIT,-999,387,NOT AVAILABLE,Y
3171,-9126619.3215,5082381.0788,3174,29144011,"CLEVELAND CLINIC REHABILITATION HOSPITAL, LLC",33355 HEALTH CAMPUS BOULEVARD,AVON,OH,44011,NOT AVAILABLE,(440) 937-9099,REHABILITATION,OPEN,60,LORAIN,39093,USA,41.4731324800001,-81.985816288,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2016/09/21 00:00:00,http://my.clevelandclinic.org/locations_directions/regional-locations/rehabilitation-hospital,1522,NOT AVAILABLE,39,PROPRIETARY,-999,60,NOT AVAILABLE,N
3173,-9314497.2391,5112247.1101,3176,29243615,PROMEDICA WILDWOOD ORTHOPEDICA AND SPINE HOSPITAL,2901 N REYNOLDS RD,TOLEDO,OH,43615,NOT AVAILABLE,(419) 291-4000,SPECIAL,OPEN,42,LUCAS,39095,USA,41.673842209,-83.673552338,622310,ORTHOPEDIC HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,https://www.promedica.org/wildwood-orthopaedic-and-spine-hospital/pages/default.aspx,1501,NOT AVAILABLE,39,NON-PROFIT,-999,42,NOT AVAILABLE,N
3180,-9179970.5127,4872139.1987,3183,128443055,MEDICAL CENTER OF NEWARK LLC,2000 TAMARACK ROAD,NEWARK,OH,43055,NOT AVAILABLE,(740) 522-7800,GENERAL ACUTE CARE,CLOSED,-999,LICKING,39089,USA,40.042630747,-82.465078193,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov,2015/03/03 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,35,NOT AVAILABLE,N
3206,-9187138.8837,4975966.0861,3209,9444903,OHIOHEALTH MANSFIELD HOSPITAL,335 GLESSNER AVENUE,MANSFIELD,OH,44903,NOT AVAILABLE,(419) 526-8000,GENERAL ACUTE CARE,OPEN,358,RICHLAND,39139,USA,40.752924353,-82.529472766,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/03/12 00:00:00,https://www.ohiohealth.com/locations/hospitals/mansfield-hospital/,1257,MEDCENTRAL - MANSFIELD HOSPITAL,39,NON-PROFIT,-999,358,LEVEL II,Y
3210,-9226338.0421,5054909.2346,3213,3244811,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,OH,44811,NOT AVAILABLE,(419) 483-4040,GENERAL ACUTE CARE,OPEN,59,SANDUSKY,39143,USA,41.2879620460001,-82.881604797,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.bellevuehospital.com,1261,NOT AVAILABLE,39,NON-PROFIT,-999,59,NOT AVAILABLE,Y
3214,-9254595.4545,5062511.7566,3217,14443420,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,NOT AVAILABLE,(419) 334-6625,GENERAL ACUTE CARE,OPEN,100,SANDUSKY,39143,USA,41.339258629,-83.135445451,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.memorialhcs.org,1263,NOT AVAILABLE,39,NON-PROFIT,-999,100,NOT AVAILABLE,Y
3215,-9237036.3956,4686397.9037,3218,4345662,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662,NOT AVAILABLE,(740) 354-5000,GENERAL ACUTE CARE,OPEN,436,SCIOTO,39145,USA,38.7533184580001,-82.977709741,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.somc.org,1264,NOT AVAILABLE,39,NON-PROFIT,-999,436,NOT AVAILABLE,Y
3238,-9074481.1763,4983824.6051,3241,16344646,AFFINITY MEDICAL CENTER,875 EIGHTH STREET NE,MASSILLON,OH,44646,NOT AVAILABLE,(330) 837-6863,GENERAL ACUTE CARE,CLOSED,156,STARK,39151,USA,40.8063802450001,-81.517451361,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2018/08/10 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.affinitymedicalcenter.com,1272,NOT AVAILABLE,39,PROPRIETARY,-999,156,NOT AVAILABLE,Y
3244,-9072518.3181,5024315.132,3247,12444309,SUMMA HEALTH SYSTEMS AKRON HOSPITAL,525 EAST MARKET STREET,AKRON,OH,44309,NOT AVAILABLE,(234) 312-5026,GENERAL ACUTE CARE,OPEN,657,SUMMIT,39153,USA,41.0811261860001,-81.499818706,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.summahealth.org,1275,AKRON CITY HOSPITAL,39,NON-PROFIT,-999,657,LEVEL I,Y
3252,-9073410.1266,4978216.3511,3255,130144648,HEARTLAND BEHAVIORAL HEALTHCARE,3000 ERIE SW,MASSILLON,OH,44648,NOT AVAILABLE,(330) 833-3135,PSYCHIATRIC,OPEN,-999,STARK,39151,USA,40.7682356940001,-81.5078299579999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://mha.ohio.gov/default.aspx?tabid=189,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,152,NOT AVAILABLE,N
3381,-9391738.8749,4762137.8637,3384,174845242,ASSURANCE HEALTH CINCINNATI LLC,11690 GROOMS ROAD,CINICINNATI,OH,45242,NOT AVAILABLE,(513) 519-4947,PSYCHIATRIC,OPEN,-999,HAMILTON,39061,USA,39.281939747,-84.367425758,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2019/05/09 00:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,39,PROPRIETARY,-999,42,NOT AVAILABLE,N
3384,-9233787.8369,4886985.5775,3387,180443082,MOUNT CARMEL REHABILITATION HOSPITAL,597 EXECUTIVE CAMPUS DR,WESTERVILLE,OH,43082,NOT AVAILABLE,(614) 392-3400,REHABILITATION,OPEN,60,DELAWARE,39041,USA,40.144655739,-82.9485274419999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2019/05/10 00:00:00,http://www.mountcarmelrehab.com/,NOT AVAILABLE,NOT AVAILABLE,39,PROPRIETARY,-999,60,NOT AVAILABLE,N
3419,-9075353.2516,5024048.7041,3422,126144308,AKRON CHILDREN'S HOSPITAL,214 W BOWERY ST,AKRON,OH,44308,NOT AVAILABLE,(330) 543-2890,CHILDREN,OPEN,297,SUMMIT,39153,USA,41.079322093,-81.525285347,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,https://www.akronchildrens.org/cms/home/index.html,1277,NOT AVAILABLE,39,NON-PROFIT,-999,297,LEVEL II PEDIATRIC,Y
3454,-9054320.5619,4924424.3134,3457,127744621,"TEN LAKES CENTER, LLC","819 NORTH FIRST STREET, 3RD FLOOR",DENNISON,OH,44621,NOT AVAILABLE,(740) 922-7499,PSYCHIATRIC,OPEN,16,TUSCARAWAS,39157,USA,40.401256862,-81.336345481,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://www.tenlakescenter.com/,1469,NOT AVAILABLE,39,PROPRIETARY,-999,16,NOT AVAILABLE,Y
3500,-9091779.3607,5085850.2847,3503,28144155,SELECT SPECIALTY HOSPITAL - CLEVELAND GATEWAY,"2351 EAST 22ND STREET, 7TH FLOOR",CLEVELAND,OH,44155,NOT AVAILABLE,(216) 592-2858,LONG TERM CARE,OPEN,75,CUYAHOGA,39035,USA,41.4964787160001,-81.672843596,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/20 00:00:00,http://clevelandgateway.selectspecialtyhospitals.com/,1434,NOT AVAILABLE,39,PROPRIETARY,-999,75,NOT AVAILABLE,Y
